States,Year,Quarter,District,Registered_User_Counts
Tripura,2018,3,Khowai District,6816
Tripura,2018,3,Sepahijala District,10803
Tripura,2018,3,North Tripura District,9771
Tripura,2018,3,Dhalai District,8039
Tripura,2018,3,South Tripura District,12286
Tripura,2018,3,Gomati District,10168
Tripura,2018,3,West Tripura District,53531
Tripura,2018,4,Unakoti District,7260
Tripura,2018,4,Khowai District,9488
Tripura,2018,4,Sepahijala District,14973
Tripura,2018,4,North Tripura District,13150
Tripura,2018,4,Dhalai District,10877
Tripura,2018,4,South Tripura District,16426
Tripura,2018,4,Gomati District,13542
Tripura,2018,4,West Tripura District,67549
Tripura,2019,1,Unakoti District,8750
Tripura,2019,1,Khowai District,11327
Tripura,2019,1,Sepahijala District,18086
Tripura,2019,1,North Tripura District,15986
Tripura,2019,1,Dhalai District,13219
Tripura,2019,1,South Tripura District,19784
Tripura,2019,1,Gomati District,16370
Tripura,2019,1,West Tripura District,79732
Tripura,2019,2,Unakoti District,10629
Tripura,2019,2,Khowai District,13523
Tripura,2019,2,Sepahijala District,21673
Tripura,2019,2,North Tripura District,19505
Tripura,2019,2,Dhalai District,15893
Tripura,2019,2,South Tripura District,23743
Tripura,2019,2,Gomati District,19437
Tripura,2019,2,West Tripura District,93241
Tripura,2019,3,Unakoti District,12126
Tripura,2019,3,Khowai District,15092
Tripura,2019,3,Sepahijala District,24332
Tripura,2019,3,North Tripura District,22522
Tripura,2019,3,Dhalai District,18140
Tripura,2019,3,South Tripura District,26573
Tripura,2019,3,Gomati District,21722
Tripura,2019,3,West Tripura District,104949
Tripura,2019,4,Unakoti District,13824
Tripura,2019,4,Khowai District,16819
Tripura,2019,4,Sepahijala District,27322
Tripura,2019,4,North Tripura District,25703
Tripura,2019,4,Dhalai District,20609
Tripura,2019,4,South Tripura District,29753
Tripura,2019,4,Gomati District,24160
Tripura,2019,4,West Tripura District,114108
Tripura,2020,1,Unakoti District,15593
Tripura,2020,1,Khowai District,18592
Tripura,2020,1,Sepahijala District,30379
Tripura,2020,1,North Tripura District,28648
Tripura,2020,1,Dhalai District,22808
Tripura,2020,1,South Tripura District,32716
Tripura,2020,1,Gomati District,26688
Tripura,2020,1,West Tripura District,124538
Tripura,2020,2,Unakoti District,17832
Tripura,2020,2,Khowai District,20922
Tripura,2020,2,Sepahijala District,35017
Tripura,2020,2,North Tripura District,32851
Tripura,2020,2,Dhalai District,26043
Tripura,2020,2,South Tripura District,36522
Tripura,2020,2,Gomati District,30323
Tripura,2020,2,West Tripura District,137156
Tripura,2020,3,Unakoti District,20095
Tripura,2020,3,Khowai District,23565
Tripura,2020,3,Sepahijala District,39970
Tripura,2020,3,North Tripura District,37284
Tripura,2020,3,Dhalai District,29515
Tripura,2020,3,South Tripura District,40797
Tripura,2020,3,Gomati District,34073
Tripura,2020,3,West Tripura District,151432
Tripura,2020,4,Unakoti District,22005
Tripura,2020,4,Khowai District,25507
Tripura,2020,4,Sepahijala District,43722
Tripura,2020,4,North Tripura District,40886
Tripura,2020,4,Dhalai District,32210
Tripura,2020,4,South Tripura District,43899
Tripura,2020,4,Gomati District,37129
Tripura,2020,4,West Tripura District,163752
Tripura,2021,1,Unakoti District,23739
Tripura,2021,1,Khowai District,27361
Tripura,2021,1,Sepahijala District,46925
Tripura,2021,1,North Tripura District,44051
Tripura,2021,1,Dhalai District,34747
Tripura,2021,1,South Tripura District,47052
Tripura,2021,1,Gomati District,39920
Tripura,2021,1,West Tripura District,175841
Tripura,2021,2,Unakoti District,25612
Tripura,2021,2,Khowai District,29432
Tripura,2021,2,Sepahijala District,50606
Tripura,2021,2,North Tripura District,47392
Tripura,2021,2,Dhalai District,37460
Tripura,2021,2,South Tripura District,50556
Tripura,2021,2,Gomati District,42972
Tripura,2021,2,West Tripura District,188123
Tripura,2021,3,Unakoti District,27828
Tripura,2021,3,Khowai District,31900
Tripura,2021,3,Sepahijala District,54797
Tripura,2021,3,North Tripura District,51321
Tripura,2021,3,Dhalai District,40679
Tripura,2021,3,South Tripura District,54747
Tripura,2021,3,Gomati District,46535
Tripura,2021,3,West Tripura District,202122
Tripura,2021,4,Unakoti District,29889
Tripura,2021,4,Khowai District,34253
Tripura,2021,4,Sepahijala District,58818
Tripura,2021,4,North Tripura District,55009
Tripura,2021,4,Dhalai District,43705
Tripura,2021,4,South Tripura District,58777
Tripura,2021,4,Gomati District,49981
Tripura,2021,4,West Tripura District,215860
Tripura,2022,1,Unakoti District,31971
Tripura,2022,1,Khowai District,36592
Tripura,2022,1,Sepahijala District,62906
Tripura,2022,1,North Tripura District,58694
Tripura,2022,1,Dhalai District,46680
Tripura,2022,1,South Tripura District,62764
Tripura,2022,1,Gomati District,53356
Tripura,2022,1,West Tripura District,229161
Tripura,2022,2,Unakoti District,33904
Tripura,2022,2,Khowai District,38683
Tripura,2022,2,Sepahijala District,66602
Tripura,2022,2,North Tripura District,62140
Tripura,2022,2,Dhalai District,49424
Tripura,2022,2,South Tripura District,66478
Tripura,2022,2,Gomati District,56510
Tripura,2022,2,West Tripura District,242041
Tripura,2022,3,Unakoti District,35830
Tripura,2022,3,Khowai District,40758
Tripura,2022,3,Sepahijala District,70255
Tripura,2022,3,North Tripura District,65452
Tripura,2022,3,Dhalai District,52074
Tripura,2022,3,South Tripura District,70107
Tripura,2022,3,Gomati District,59506
Tripura,2022,3,West Tripura District,255161
Tripura,2022,4,Unakoti District,37434
Tripura,2022,4,Khowai District,42490
Tripura,2022,4,Sepahijala District,73240
Tripura,2022,4,North Tripura District,68352
Tripura,2022,4,Dhalai District,54280
Tripura,2022,4,South Tripura District,73117
Tripura,2022,4,Gomati District,62115
Tripura,2022,4,West Tripura District,267713
Uttar Pradesh,2018,1,Amethi District,28949
Uttar Pradesh,2018,1,Siddharthnagar District,24858
Uttar Pradesh,2018,1,Auraiya District,21705
Uttar Pradesh,2018,1,Sambhal District,22039
Uttar Pradesh,2018,1,Kanpur Nagar District,208389
Uttar Pradesh,2018,1,Aligarh District,84375
Uttar Pradesh,2018,1,Mahoba District,12930
Uttar Pradesh,2018,1,Lucknow District,380070
Uttar Pradesh,2018,1,Sant Kabeer Nagar District,19906
Uttar Pradesh,2018,1,Hathras District,24848
Uttar Pradesh,2018,1,Budaun District,28217
Uttar Pradesh,2018,1,Moradabad District,57057
Uttar Pradesh,2018,1,Kushinagar District,60631
Uttar Pradesh,2018,1,Baghpat District,27155
Uttar Pradesh,2018,1,Shahjahanpur District,39155
Uttar Pradesh,2018,1,Muzaffarnagar District,56136
Uttar Pradesh,2018,1,Ambedkar Nagar District,36853
Uttar Pradesh,2018,1,Bahraich District,23003
Uttar Pradesh,2018,1,Jalaun District,32085
Uttar Pradesh,2018,1,Rampur District,30312
Uttar Pradesh,2018,1,Ballia District,59431
Uttar Pradesh,2018,1,Shravasti District,5380
Uttar Pradesh,2018,1,Kasganj District,15670
Uttar Pradesh,2018,1,Varanasi District,206788
Uttar Pradesh,2018,1,Gautam Buddha Nagar District,448768
Uttar Pradesh,2018,1,Basti District,38586
Uttar Pradesh,2018,1,Shamli District,23247
Uttar Pradesh,2018,1,Maharajganj District,33481
Uttar Pradesh,2018,1,Etawah District,28534
Uttar Pradesh,2018,1,Etah District,19926
Uttar Pradesh,2018,1,Banda District,18718
Uttar Pradesh,2018,1,Bijnor District,52039
Uttar Pradesh,2018,1,Hardoi District,33813
Uttar Pradesh,2018,1,Balrampur District,13778
Uttar Pradesh,2018,1,Amroha District,27497
Uttar Pradesh,2018,1,Pilibhit District,28407
Uttar Pradesh,2018,1,Mainpuri District,25568
Uttar Pradesh,2018,1,Kanpur Dehat District,18293
Uttar Pradesh,2018,1,Jaunpur District,78930
Uttar Pradesh,2018,1,Kaushambi District,12102
Uttar Pradesh,2018,1,Hapur District,34731
Uttar Pradesh,2018,1,Hamirpur District,16985
Uttar Pradesh,2018,1,Meerut District,123619
Uttar Pradesh,2018,1,Mathura District,70100
Uttar Pradesh,2018,1,Chitrakoot District,10679
Uttar Pradesh,2018,1,Lalitpur District,20957
Uttar Pradesh,2018,1,Mau District,36792
Uttar Pradesh,2018,1,Mirzapur District,39327
Uttar Pradesh,2018,1,Bulandshahr District,60527
Uttar Pradesh,2018,1,Gonda District,34648
Uttar Pradesh,2018,1,Jhansi District,74623
Uttar Pradesh,2018,1,Chandauli District,38971
Uttar Pradesh,2018,1,Bhadohi District,29109
Uttar Pradesh,2018,1,Pratapgarh District,41557
Uttar Pradesh,2018,1,Saharanpur District,73819
Uttar Pradesh,2018,1,Bara Banki District,36150
Uttar Pradesh,2018,1,Bareilly District,112369
Uttar Pradesh,2018,1,Sitapur District,39869
Uttar Pradesh,2018,1,Sultanpur District,38698
Uttar Pradesh,2018,1,Agra District,148387
Uttar Pradesh,2018,1,Fatehpur District,26460
Uttar Pradesh,2018,1,Rae Bareli District,34388
Uttar Pradesh,2018,1,Firozabad District,40297
Uttar Pradesh,2018,1,Kheri District,51685
Uttar Pradesh,2018,1,Gorakhpur District,132769
Uttar Pradesh,2018,1,Unnao District,33339
Uttar Pradesh,2018,1,Prayagraj District,220198
Uttar Pradesh,2018,1,Sonbhadra District,44097
Uttar Pradesh,2018,1,Ghazipur District,64317
Uttar Pradesh,2018,1,Farrukhabad District,26440
Uttar Pradesh,2018,1,Kannauj District,19583
Uttar Pradesh,2018,1,Azamgarh District,68976
Uttar Pradesh,2018,1,Ayodhya District,51410
Uttar Pradesh,2018,1,Deoria District,61062
Uttar Pradesh,2018,1,Ghaziabad District,329683
Uttar Pradesh,2018,2,Amethi District,40163
Uttar Pradesh,2018,2,Siddharthnagar District,35144
Uttar Pradesh,2018,2,Auraiya District,30766
Uttar Pradesh,2018,2,Sambhal District,30654
Uttar Pradesh,2018,2,Kanpur Nagar District,285101
Uttar Pradesh,2018,2,Aligarh District,115765
Uttar Pradesh,2018,2,Mahoba District,17894
Uttar Pradesh,2018,2,Lucknow District,506261
Uttar Pradesh,2018,2,Sant Kabeer Nagar District,28579
Uttar Pradesh,2018,2,Hathras District,34682
Uttar Pradesh,2018,2,Budaun District,39219
Uttar Pradesh,2018,2,Moradabad District,77532
Uttar Pradesh,2018,2,Kushinagar District,85133
Uttar Pradesh,2018,2,Baghpat District,38162
Uttar Pradesh,2018,2,Shahjahanpur District,53883
Uttar Pradesh,2018,2,Muzaffarnagar District,76722
Uttar Pradesh,2018,2,Ambedkar Nagar District,51740
Uttar Pradesh,2018,2,Bahraich District,32882
Uttar Pradesh,2018,2,Jalaun District,44385
Uttar Pradesh,2018,2,Rampur District,40457
Uttar Pradesh,2018,2,Ballia District,85108
Uttar Pradesh,2018,2,Shravasti District,7768
Uttar Pradesh,2018,2,Kasganj District,22301
Uttar Pradesh,2018,2,Varanasi District,288325
Uttar Pradesh,2018,2,Gautam Buddha Nagar District,586350
Uttar Pradesh,2018,2,Basti District,54600
Uttar Pradesh,2018,2,Shamli District,31502
Uttar Pradesh,2018,2,Maharajganj District,52303
Uttar Pradesh,2018,2,Etawah District,39330
Uttar Pradesh,2018,2,Etah District,28606
Uttar Pradesh,2018,2,Banda District,25924
Uttar Pradesh,2018,2,Bijnor District,72561
Uttar Pradesh,2018,2,Hardoi District,47446
Uttar Pradesh,2018,2,Balrampur District,19876
Uttar Pradesh,2018,2,Amroha District,37694
Uttar Pradesh,2018,2,Pilibhit District,39569
Uttar Pradesh,2018,2,Mainpuri District,36613
Uttar Pradesh,2018,2,Kanpur Dehat District,26304
Uttar Pradesh,2018,2,Jaunpur District,112290
Uttar Pradesh,2018,2,Kaushambi District,17210
Uttar Pradesh,2018,2,Hapur District,46702
Uttar Pradesh,2018,2,Hamirpur District,23749
Uttar Pradesh,2018,2,Meerut District,167212
Uttar Pradesh,2018,2,Mathura District,97917
Uttar Pradesh,2018,2,Chitrakoot District,14820
Uttar Pradesh,2018,2,Lalitpur District,27662
Uttar Pradesh,2018,2,Mau District,51611
Uttar Pradesh,2018,2,Mirzapur District,55130
Uttar Pradesh,2018,2,Bulandshahr District,83469
Uttar Pradesh,2018,2,Gonda District,49536
Uttar Pradesh,2018,2,Jhansi District,101307
Uttar Pradesh,2018,2,Chandauli District,55341
Uttar Pradesh,2018,2,Bhadohi District,40604
Uttar Pradesh,2018,2,Pratapgarh District,58488
Uttar Pradesh,2018,2,Saharanpur District,100762
Uttar Pradesh,2018,2,Bara Banki District,49758
Uttar Pradesh,2018,2,Bareilly District,152939
Uttar Pradesh,2018,2,Sitapur District,63705
Uttar Pradesh,2018,2,Sultanpur District,53694
Uttar Pradesh,2018,2,Agra District,205298
Uttar Pradesh,2018,2,Fatehpur District,36479
Uttar Pradesh,2018,2,Rae Bareli District,47853
Uttar Pradesh,2018,2,Firozabad District,57092
Uttar Pradesh,2018,2,Kheri District,72988
Uttar Pradesh,2018,2,Gorakhpur District,181126
Uttar Pradesh,2018,2,Unnao District,46906
Uttar Pradesh,2018,2,Prayagraj District,297113
Uttar Pradesh,2018,2,Sonbhadra District,59887
Uttar Pradesh,2018,2,Ghazipur District,91831
Uttar Pradesh,2018,2,Farrukhabad District,36990
Uttar Pradesh,2018,2,Kannauj District,28022
Uttar Pradesh,2018,2,Azamgarh District,98441
Uttar Pradesh,2018,2,Ayodhya District,71398
Uttar Pradesh,2018,2,Deoria District,85805
Uttar Pradesh,2018,2,Ghaziabad District,434115
Uttar Pradesh,2018,3,Amethi District,51158
Uttar Pradesh,2018,3,Siddharthnagar District,46175
Uttar Pradesh,2018,3,Auraiya District,39943
Uttar Pradesh,2018,3,Sambhal District,38981
Uttar Pradesh,2018,3,Kanpur Nagar District,349250
Uttar Pradesh,2018,3,Aligarh District,144523
Uttar Pradesh,2018,3,Mahoba District,22466
Uttar Pradesh,2018,3,Lucknow District,620328
Uttar Pradesh,2018,3,Sant Kabeer Nagar District,37785
Uttar Pradesh,2018,3,Hathras District,44651
Uttar Pradesh,2018,3,Budaun District,49900
Uttar Pradesh,2018,3,Moradabad District,97965
Uttar Pradesh,2018,3,Kushinagar District,110385
Uttar Pradesh,2018,3,Baghpat District,49101
Uttar Pradesh,2018,3,Shahjahanpur District,68001
Uttar Pradesh,2018,3,Muzaffarnagar District,95844
Uttar Pradesh,2018,3,Ambedkar Nagar District,66611
Uttar Pradesh,2018,3,Bahraich District,43463
Uttar Pradesh,2018,3,Jalaun District,55786
Uttar Pradesh,2018,3,Rampur District,51413
Uttar Pradesh,2018,3,Ballia District,108942
Uttar Pradesh,2018,3,Shravasti District,10400
Uttar Pradesh,2018,3,Kasganj District,28828
Uttar Pradesh,2018,3,Varanasi District,352604
Uttar Pradesh,2018,3,Gautam Buddha Nagar District,727480
Uttar Pradesh,2018,3,Basti District,70203
Uttar Pradesh,2018,3,Shamli District,39785
Uttar Pradesh,2018,3,Maharajganj District,74108
Uttar Pradesh,2018,3,Etawah District,51033
Uttar Pradesh,2018,3,Etah District,38217
Uttar Pradesh,2018,3,Banda District,33328
Uttar Pradesh,2018,3,Bijnor District,92326
Uttar Pradesh,2018,3,Hardoi District,62574
Uttar Pradesh,2018,3,Balrampur District,26607
Uttar Pradesh,2018,3,Amroha District,48472
Uttar Pradesh,2018,3,Pilibhit District,49998
Uttar Pradesh,2018,3,Mainpuri District,47571
Uttar Pradesh,2018,3,Kanpur Dehat District,34514
Uttar Pradesh,2018,3,Jaunpur District,144600
Uttar Pradesh,2018,3,Kaushambi District,22789
Uttar Pradesh,2018,3,Hapur District,59018
Uttar Pradesh,2018,3,Hamirpur District,29906
Uttar Pradesh,2018,3,Meerut District,205977
Uttar Pradesh,2018,3,Mathura District,124162
Uttar Pradesh,2018,3,Chitrakoot District,18928
Uttar Pradesh,2018,3,Lalitpur District,34385
Uttar Pradesh,2018,3,Mau District,66077
Uttar Pradesh,2018,3,Mirzapur District,72693
Uttar Pradesh,2018,3,Bulandshahr District,106236
Uttar Pradesh,2018,3,Gonda District,65323
Uttar Pradesh,2018,3,Jhansi District,123717
Uttar Pradesh,2018,3,Chandauli District,69703
Uttar Pradesh,2018,3,Bhadohi District,51097
Uttar Pradesh,2018,3,Pratapgarh District,76177
Uttar Pradesh,2018,3,Saharanpur District,125990
Uttar Pradesh,2018,3,Bara Banki District,63323
Uttar Pradesh,2018,3,Bareilly District,187467
Uttar Pradesh,2018,3,Sitapur District,79560
Uttar Pradesh,2018,3,Sultanpur District,68140
Uttar Pradesh,2018,3,Agra District,257453
Uttar Pradesh,2018,3,Fatehpur District,46136
Uttar Pradesh,2018,3,Rae Bareli District,61003
Uttar Pradesh,2018,3,Firozabad District,73219
Uttar Pradesh,2018,3,Kheri District,92964
Uttar Pradesh,2018,3,Gorakhpur District,224409
Uttar Pradesh,2018,3,Unnao District,60921
Uttar Pradesh,2018,3,Prayagraj District,363743
Uttar Pradesh,2018,3,Sonbhadra District,73554
Uttar Pradesh,2018,3,Ghazipur District,117553
Uttar Pradesh,2018,3,Farrukhabad District,46996
Uttar Pradesh,2018,3,Kannauj District,37221
Uttar Pradesh,2018,3,Azamgarh District,128477
Uttar Pradesh,2018,3,Ayodhya District,89623
Uttar Pradesh,2018,3,Deoria District,108692
Uttar Pradesh,2018,3,Ghaziabad District,538532
Uttar Pradesh,2018,4,Amethi District,65745
Uttar Pradesh,2018,4,Siddharthnagar District,59751
Uttar Pradesh,2018,4,Auraiya District,50895
Uttar Pradesh,2018,4,Sambhal District,49912
Uttar Pradesh,2018,4,Kanpur Nagar District,434315
Uttar Pradesh,2018,4,Aligarh District,182322
Uttar Pradesh,2018,4,Mahoba District,27920
Uttar Pradesh,2018,4,Lucknow District,765152
Uttar Pradesh,2018,4,Sant Kabeer Nagar District,49315
Uttar Pradesh,2018,4,Hathras District,57495
Uttar Pradesh,2018,4,Budaun District,64463
Uttar Pradesh,2018,4,Moradabad District,124336
Uttar Pradesh,2018,4,Kushinagar District,144642
Uttar Pradesh,2018,4,Baghpat District,64197
Uttar Pradesh,2018,4,Shahjahanpur District,86009
Uttar Pradesh,2018,4,Muzaffarnagar District,121370
Uttar Pradesh,2018,4,Ambedkar Nagar District,85963
Uttar Pradesh,2018,4,Bahraich District,56339
Uttar Pradesh,2018,4,Jalaun District,69284
Uttar Pradesh,2018,4,Rampur District,64475
Uttar Pradesh,2018,4,Ballia District,140779
Uttar Pradesh,2018,4,Shravasti District,13710
Uttar Pradesh,2018,4,Kasganj District,37790
Uttar Pradesh,2018,4,Varanasi District,447144
Uttar Pradesh,2018,4,Gautam Buddha Nagar District,951342
Uttar Pradesh,2018,4,Basti District,89814
Uttar Pradesh,2018,4,Shamli District,50079
Uttar Pradesh,2018,4,Maharajganj District,98406
Uttar Pradesh,2018,4,Etawah District,65331
Uttar Pradesh,2018,4,Etah District,49972
Uttar Pradesh,2018,4,Banda District,42489
Uttar Pradesh,2018,4,Bijnor District,117817
Uttar Pradesh,2018,4,Hardoi District,80733
Uttar Pradesh,2018,4,Balrampur District,35810
Uttar Pradesh,2018,4,Amroha District,62580
Uttar Pradesh,2018,4,Pilibhit District,63133
Uttar Pradesh,2018,4,Mainpuri District,61346
Uttar Pradesh,2018,4,Kanpur Dehat District,44693
Uttar Pradesh,2018,4,Jaunpur District,187107
Uttar Pradesh,2018,4,Kaushambi District,29888
Uttar Pradesh,2018,4,Hapur District,78340
Uttar Pradesh,2018,4,Hamirpur District,37584
Uttar Pradesh,2018,4,Meerut District,258843
Uttar Pradesh,2018,4,Mathura District,158865
Uttar Pradesh,2018,4,Chitrakoot District,24252
Uttar Pradesh,2018,4,Lalitpur District,43360
Uttar Pradesh,2018,4,Mau District,85632
Uttar Pradesh,2018,4,Mirzapur District,100735
Uttar Pradesh,2018,4,Bulandshahr District,138091
Uttar Pradesh,2018,4,Gonda District,83827
Uttar Pradesh,2018,4,Jhansi District,151158
Uttar Pradesh,2018,4,Chandauli District,89834
Uttar Pradesh,2018,4,Bhadohi District,65763
Uttar Pradesh,2018,4,Pratapgarh District,99522
Uttar Pradesh,2018,4,Saharanpur District,159512
Uttar Pradesh,2018,4,Bara Banki District,80410
Uttar Pradesh,2018,4,Bareilly District,233073
Uttar Pradesh,2018,4,Sitapur District,107047
Uttar Pradesh,2018,4,Sultanpur District,86464
Uttar Pradesh,2018,4,Agra District,322749
Uttar Pradesh,2018,4,Fatehpur District,59456
Uttar Pradesh,2018,4,Rae Bareli District,77379
Uttar Pradesh,2018,4,Firozabad District,93365
Uttar Pradesh,2018,4,Kheri District,118112
Uttar Pradesh,2018,4,Gorakhpur District,279761
Uttar Pradesh,2018,4,Unnao District,79758
Uttar Pradesh,2018,4,Prayagraj District,451019
Uttar Pradesh,2018,4,Sonbhadra District,90627
Uttar Pradesh,2018,4,Ghazipur District,150624
Uttar Pradesh,2018,4,Farrukhabad District,59929
Uttar Pradesh,2018,4,Kannauj District,50402
Uttar Pradesh,2018,4,Azamgarh District,166527
Uttar Pradesh,2018,4,Ayodhya District,113121
Uttar Pradesh,2018,4,Deoria District,139588
Uttar Pradesh,2018,4,Ghaziabad District,713372
Uttar Pradesh,2019,1,Amethi District,80707
Uttar Pradesh,2019,1,Siddharthnagar District,74730
Uttar Pradesh,2019,1,Auraiya District,61805
Uttar Pradesh,2019,1,Sambhal District,60840
Uttar Pradesh,2019,1,Kanpur Nagar District,511583
Uttar Pradesh,2019,1,Aligarh District,221771
Uttar Pradesh,2019,1,Mahoba District,33600
Uttar Pradesh,2019,1,Lucknow District,896208
Uttar Pradesh,2019,1,Sant Kabeer Nagar District,61589
Uttar Pradesh,2019,1,Hathras District,71141
Uttar Pradesh,2019,1,Budaun District,79306
Uttar Pradesh,2019,1,Moradabad District,149856
Uttar Pradesh,2019,1,Kushinagar District,178069
Uttar Pradesh,2019,1,Baghpat District,79331
Uttar Pradesh,2019,1,Shahjahanpur District,102828
Uttar Pradesh,2019,1,Muzaffarnagar District,146672
Uttar Pradesh,2019,1,Ambedkar Nagar District,105456
Uttar Pradesh,2019,1,Bahraich District,68614
Uttar Pradesh,2019,1,Jalaun District,82094
Uttar Pradesh,2019,1,Rampur District,78177
Uttar Pradesh,2019,1,Ballia District,171902
Uttar Pradesh,2019,1,Shravasti District,16894
Uttar Pradesh,2019,1,Kasganj District,46990
Uttar Pradesh,2019,1,Varanasi District,524667
Uttar Pradesh,2019,1,Gautam Buddha Nagar District,1143614
Uttar Pradesh,2019,1,Basti District,110068
Uttar Pradesh,2019,1,Shamli District,60928
Uttar Pradesh,2019,1,Maharajganj District,116789
Uttar Pradesh,2019,1,Etawah District,79764
Uttar Pradesh,2019,1,Etah District,62643
Uttar Pradesh,2019,1,Banda District,51294
Uttar Pradesh,2019,1,Bijnor District,142913
Uttar Pradesh,2019,1,Hardoi District,97562
Uttar Pradesh,2019,1,Balrampur District,44496
Uttar Pradesh,2019,1,Amroha District,77180
Uttar Pradesh,2019,1,Pilibhit District,76898
Uttar Pradesh,2019,1,Mainpuri District,74458
Uttar Pradesh,2019,1,Kanpur Dehat District,55057
Uttar Pradesh,2019,1,Jaunpur District,229957
Uttar Pradesh,2019,1,Kaushambi District,36501
Uttar Pradesh,2019,1,Hapur District,97238
Uttar Pradesh,2019,1,Hamirpur District,44913
Uttar Pradesh,2019,1,Meerut District,311930
Uttar Pradesh,2019,1,Mathura District,196168
Uttar Pradesh,2019,1,Chitrakoot District,29453
Uttar Pradesh,2019,1,Lalitpur District,52158
Uttar Pradesh,2019,1,Mau District,103587
Uttar Pradesh,2019,1,Mirzapur District,118790
Uttar Pradesh,2019,1,Bulandshahr District,171533
Uttar Pradesh,2019,1,Gonda District,102076
Uttar Pradesh,2019,1,Jhansi District,178538
Uttar Pradesh,2019,1,Chandauli District,108979
Uttar Pradesh,2019,1,Bhadohi District,80947
Uttar Pradesh,2019,1,Pratapgarh District,121687
Uttar Pradesh,2019,1,Saharanpur District,195185
Uttar Pradesh,2019,1,Bara Banki District,96470
Uttar Pradesh,2019,1,Bareilly District,279714
Uttar Pradesh,2019,1,Sitapur District,125826
Uttar Pradesh,2019,1,Sultanpur District,105768
Uttar Pradesh,2019,1,Agra District,392222
Uttar Pradesh,2019,1,Fatehpur District,71857
Uttar Pradesh,2019,1,Rae Bareli District,92979
Uttar Pradesh,2019,1,Firozabad District,114566
Uttar Pradesh,2019,1,Kheri District,139817
Uttar Pradesh,2019,1,Gorakhpur District,336196
Uttar Pradesh,2019,1,Unnao District,95607
Uttar Pradesh,2019,1,Prayagraj District,532230
Uttar Pradesh,2019,1,Sonbhadra District,107237
Uttar Pradesh,2019,1,Ghazipur District,185130
Uttar Pradesh,2019,1,Farrukhabad District,72462
Uttar Pradesh,2019,1,Kannauj District,60722
Uttar Pradesh,2019,1,Azamgarh District,203791
Uttar Pradesh,2019,1,Ayodhya District,136314
Uttar Pradesh,2019,1,Deoria District,172036
Uttar Pradesh,2019,1,Ghaziabad District,859583
Uttar Pradesh,2019,2,Amethi District,93799
Uttar Pradesh,2019,2,Siddharthnagar District,88190
Uttar Pradesh,2019,2,Auraiya District,71776
Uttar Pradesh,2019,2,Sambhal District,70632
Uttar Pradesh,2019,2,Kanpur Nagar District,585796
Uttar Pradesh,2019,2,Aligarh District,261612
Uttar Pradesh,2019,2,Mahoba District,38658
Uttar Pradesh,2019,2,Lucknow District,1011470
Uttar Pradesh,2019,2,Sant Kabeer Nagar District,72429
Uttar Pradesh,2019,2,Hathras District,84085
Uttar Pradesh,2019,2,Budaun District,92569
Uttar Pradesh,2019,2,Moradabad District,174070
Uttar Pradesh,2019,2,Kushinagar District,204832
Uttar Pradesh,2019,2,Baghpat District,93025
Uttar Pradesh,2019,2,Shahjahanpur District,118150
Uttar Pradesh,2019,2,Muzaffarnagar District,171549
Uttar Pradesh,2019,2,Ambedkar Nagar District,121880
Uttar Pradesh,2019,2,Bahraich District,79858
Uttar Pradesh,2019,2,Jalaun District,93400
Uttar Pradesh,2019,2,Rampur District,90374
Uttar Pradesh,2019,2,Ballia District,198740
Uttar Pradesh,2019,2,Shravasti District,19654
Uttar Pradesh,2019,2,Kasganj District,55437
Uttar Pradesh,2019,2,Varanasi District,583444
Uttar Pradesh,2019,2,Gautam Buddha Nagar District,1282816
Uttar Pradesh,2019,2,Basti District,127063
Uttar Pradesh,2019,2,Shamli District,71012
Uttar Pradesh,2019,2,Maharajganj District,134589
Uttar Pradesh,2019,2,Etawah District,93602
Uttar Pradesh,2019,2,Etah District,75177
Uttar Pradesh,2019,2,Banda District,59791
Uttar Pradesh,2019,2,Bijnor District,166819
Uttar Pradesh,2019,2,Hardoi District,113095
Uttar Pradesh,2019,2,Balrampur District,52514
Uttar Pradesh,2019,2,Amroha District,89991
Uttar Pradesh,2019,2,Pilibhit District,88189
Uttar Pradesh,2019,2,Mainpuri District,88354
Uttar Pradesh,2019,2,Kanpur Dehat District,65036
Uttar Pradesh,2019,2,Jaunpur District,264855
Uttar Pradesh,2019,2,Kaushambi District,42935
Uttar Pradesh,2019,2,Hapur District,114161
Uttar Pradesh,2019,2,Hamirpur District,51539
Uttar Pradesh,2019,2,Meerut District,361091
Uttar Pradesh,2019,2,Mathura District,233342
Uttar Pradesh,2019,2,Chitrakoot District,34500
Uttar Pradesh,2019,2,Lalitpur District,59896
Uttar Pradesh,2019,2,Mau District,119403
Uttar Pradesh,2019,2,Mirzapur District,133781
Uttar Pradesh,2019,2,Bulandshahr District,202244
Uttar Pradesh,2019,2,Gonda District,118179
Uttar Pradesh,2019,2,Jhansi District,203616
Uttar Pradesh,2019,2,Chandauli District,124160
Uttar Pradesh,2019,2,Bhadohi District,92475
Uttar Pradesh,2019,2,Pratapgarh District,142016
Uttar Pradesh,2019,2,Saharanpur District,228553
Uttar Pradesh,2019,2,Bara Banki District,111354
Uttar Pradesh,2019,2,Bareilly District,318597
Uttar Pradesh,2019,2,Sitapur District,144888
Uttar Pradesh,2019,2,Sultanpur District,122590
