States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Bihar,2020,2,Merchant payments,7011681,6760404422
Bihar,2020,2,Financial Services,73119,54077813.26
Bihar,2020,2,Others,206727,105377680.2
Bihar,2020,3,Peer to Peer Payments,37294332,1.54E+11
Bihar,2020,3,"Recharge , bill payments",19027978,6313780617
Bihar,2020,3,Merchant payments,14777337,13111735855
Bihar,2020,3,Financial Services,104135,81355476.16
Bihar,2020,3,Others,299966,157309412.5
Bihar,2020,4,Peer to Peer Payments,49432098,2.08E+11
Bihar,2020,4,Merchant payments,26750991,23185594534
Bihar,2020,4,"Recharge , bill payments",19908687,6926960997
Bihar,2020,4,Financial Services,119416,100785736
Bihar,2020,4,Others,380481,207713978
Bihar,2021,1,Peer to Peer Payments,58566582,2.42E+11
Bihar,2021,1,Merchant payments,33959313,30171144593
Bihar,2021,1,"Recharge , bill payments",21974086,8505455545
Bihar,2021,1,Financial Services,124277,112949858.3
Bihar,2021,1,Others,308219,170787342.8
Bihar,2021,2,Peer to Peer Payments,78694099,3.20E+11
Bihar,2021,2,Merchant payments,44686786,43458914640
Bihar,2021,2,"Recharge , bill payments",31646149,11030849714
Bihar,2021,2,Financial Services,149791,116086345.9
Bihar,2021,2,Others,426797,215721223.2
Bihar,2021,3,Peer to Peer Payments,92785704,3.32E+11
Bihar,2021,3,Merchant payments,64094961,53849745605
Bihar,2021,3,"Recharge , bill payments",30081746,11327303470
Bihar,2021,3,Financial Services,135748,130349071.6
Bihar,2021,3,Others,572954,241260025.5
Bihar,2021,4,Peer to Peer Payments,117340712,4.24E+11
Bihar,2021,4,Merchant payments,95992559,81729122296
Bihar,2021,4,"Recharge , bill payments",30824177,13438634948
Bihar,2021,4,Financial Services,186298,173358268.8
Bihar,2021,4,Others,783199,365400541.9
Bihar,2022,1,Peer to Peer Payments,138085265,5.00E+11
Bihar,2022,1,Merchant payments,114892163,95507710276
Bihar,2022,1,"Recharge , bill payments",30545266,15431605247
Bihar,2022,1,Financial Services,169722,148088975.2
Bihar,2022,1,Others,698018,299484690.3
Bihar,2022,2,Peer to Peer Payments,164119431,6.10E+11
Bihar,2022,2,Merchant payments,158289353,1.26E+11
Bihar,2022,2,"Recharge , bill payments",36950622,17225668602
Bihar,2022,2,Financial Services,124199,116203820.9
Bihar,2022,2,Others,661424,247541289.1
Bihar,2022,3,Merchant payments,198273336,1.38E+11
Bihar,2022,3,Peer to Peer Payments,192304951,6.33E+11
Bihar,2022,3,"Recharge , bill payments",46044353,20417791249
Bihar,2022,3,Financial Services,179533,161987346.2
Bihar,2022,3,Others,565212,245905365.8
Bihar,2022,4,Merchant payments,243777692,1.73E+11
Bihar,2022,4,Peer to Peer Payments,225487662,7.40E+11
Bihar,2022,4,"Recharge , bill payments",47054083,22729599211
Bihar,2022,4,Financial Services,205989,199208429.5
Bihar,2022,4,Others,559223,288999714.4
Chandigarh,2018,1,"Recharge , bill payments",201262,47479581.16
Chandigarh,2018,1,Peer to Peer Payments,135136,527998849.3
Chandigarh,2018,1,Merchant payments,21431,19477066.53
Chandigarh,2018,1,Financial Services,8473,1865618.25
Chandigarh,2018,1,Others,15593,16614305.58
Chandigarh,2018,2,"Recharge , bill payments",224548,76722906.68
Chandigarh,2018,2,Peer to Peer Payments,194627,835296156.4
Chandigarh,2018,2,Merchant payments,34606,29408471.51
Chandigarh,2018,2,Financial Services,11927,3679451.864
Chandigarh,2018,2,Others,13376,16116275.27
Chandigarh,2018,3,Peer to Peer Payments,295358,1217617706
Chandigarh,2018,3,"Recharge , bill payments",236445,100639674.7
Chandigarh,2018,3,Merchant payments,64998,37560565.97
Chandigarh,2018,3,Financial Services,7642,1302311.597
Chandigarh,2018,3,Others,12493,12234189.32
Chandigarh,2018,4,Peer to Peer Payments,431461,1793871702
Chandigarh,2018,4,"Recharge , bill payments",310527,128130476
Chandigarh,2018,4,Merchant payments,135266,94010713.61
Chandigarh,2018,4,Financial Services,10008,2039811.337
Chandigarh,2018,4,Others,17854,14538888.52
Chandigarh,2019,1,Peer to Peer Payments,689400,2123866602
Chandigarh,2019,1,"Recharge , bill payments",390610,161414934.1
Chandigarh,2019,1,Merchant payments,169984,97230471.44
Chandigarh,2019,1,Financial Services,7412,917030.9067
Chandigarh,2019,1,Others,17070,12603012.34
Chandigarh,2019,2,Peer to Peer Payments,604849,2339922408
Chandigarh,2019,2,"Recharge , bill payments",342294,185659011.5
Chandigarh,2019,2,Merchant payments,277811,152766864.7
Chandigarh,2019,2,Financial Services,5590,839765.1614
Chandigarh,2019,2,Others,21926,13928050.05
Chandigarh,2019,3,Peer to Peer Payments,722233,2815184153
Chandigarh,2019,3,Merchant payments,447069,226535908.8
Chandigarh,2019,3,"Recharge , bill payments",308219,213884900.5
Chandigarh,2019,3,Financial Services,2447,794918.675
Chandigarh,2019,3,Others,26575,13282206.87
Chandigarh,2019,4,Peer to Peer Payments,927850,3586763929
Chandigarh,2019,4,Merchant payments,561630,318692521.8
Chandigarh,2019,4,"Recharge , bill payments",338203,237695595
Chandigarh,2019,4,Financial Services,1911,654298.6785
Chandigarh,2019,4,Others,21321,8707473.863
Chandigarh,2020,1,Peer to Peer Payments,1087401,4421372542
Chandigarh,2020,1,Merchant payments,764832,438193845.5
Chandigarh,2020,1,"Recharge , bill payments",389851,257250007.2
Chandigarh,2020,1,Financial Services,1574,1406138.188
Chandigarh,2020,1,Others,18853,8230536.663
Chandigarh,2020,2,Peer to Peer Payments,766698,3293060120
Chandigarh,2020,2,Merchant payments,390906,331423259
Chandigarh,2020,2,"Recharge , bill payments",361577,214425229.3
Chandigarh,2020,2,Financial Services,1797,3982005.118
Chandigarh,2020,2,Others,7032,4125116.689
Chandigarh,2020,3,Peer to Peer Payments,981986,4178346395
Chandigarh,2020,3,Merchant payments,796634,604271248.9
Chandigarh,2020,3,"Recharge , bill payments",366353,296964795
Chandigarh,2020,3,Financial Services,2643,5254415.457
Chandigarh,2020,3,Others,10470,4972498.603
Chandigarh,2020,4,Merchant payments,1322026,939307675.9
Chandigarh,2020,4,Peer to Peer Payments,1159377,4872318731
Chandigarh,2020,4,"Recharge , bill payments",409997,320731281.9
Chandigarh,2020,4,Financial Services,3346,4400109.749
Chandigarh,2020,4,Others,17970,10005102.46
Chandigarh,2021,1,Merchant payments,1799072,1210594490
Chandigarh,2021,1,Peer to Peer Payments,1472084,5916467167
Chandigarh,2021,1,"Recharge , bill payments",678396,451109555.3
Chandigarh,2021,1,Financial Services,5111,7700394.762
Chandigarh,2021,1,Others,15574,10549252.04
Chandigarh,2021,2,Merchant payments,1926913,1390989391
Chandigarh,2021,2,Peer to Peer Payments,1663559,6541132353
Chandigarh,2021,2,"Recharge , bill payments",806710,467698864.7
Chandigarh,2021,2,Financial Services,5502,7394941.033
Chandigarh,2021,2,Others,14863,10458390.53
Chandigarh,2021,3,Merchant payments,3179506,2245390329
Chandigarh,2021,3,Peer to Peer Payments,2434417,8927868098
Chandigarh,2021,3,"Recharge , bill payments",1008585,620437997.4
Chandigarh,2021,3,Financial Services,5700,7960844.904
Chandigarh,2021,3,Others,21170,14225734.85
Chandigarh,2021,4,Merchant payments,4056249,3041038520
Chandigarh,2021,4,Peer to Peer Payments,2797561,10610461952
Chandigarh,2021,4,"Recharge , bill payments",1013153,693790747.2
Chandigarh,2021,4,Financial Services,7038,10459431.86
Chandigarh,2021,4,Others,24902,17832859.58
Chandigarh,2022,1,Merchant payments,4511757,3264574793
Chandigarh,2022,1,Peer to Peer Payments,3012464,11150701029
Chandigarh,2022,1,"Recharge , bill payments",1046187,731347957.2
Chandigarh,2022,1,Financial Services,7228,13538635.56
Chandigarh,2022,1,Others,22855,14829135
Chandigarh,2022,2,Merchant payments,6136803,3919372476
Chandigarh,2022,2,Peer to Peer Payments,3489382,12549248085
Chandigarh,2022,2,"Recharge , bill payments",1119367,792957088.6
Chandigarh,2022,2,Financial Services,6673,8943857.181
Chandigarh,2022,2,Others,20264,12978651.92
Chandigarh,2022,3,Merchant payments,7665907,4713972533
Chandigarh,2022,3,Peer to Peer Payments,4423590,14788179156
Chandigarh,2022,3,"Recharge , bill payments",1360342,1033530640
Chandigarh,2022,3,Financial Services,8868,9918740.021
Chandigarh,2022,3,Others,19466,14156668.14
Chandigarh,2022,4,Merchant payments,10170372,6570336080
Chandigarh,2022,4,Peer to Peer Payments,5951989,20013621496
Chandigarh,2022,4,"Recharge , bill payments",1749647,1267654269
Chandigarh,2022,4,Financial Services,10778,12000766.36
Chandigarh,2022,4,Others,22054,16141955.57
Chhattisgarh,2018,1,"Recharge , bill payments",1177618,206518662.8
Chhattisgarh,2018,1,Peer to Peer Payments,550697,1838238336
Chhattisgarh,2018,1,Merchant payments,42411,39708474.16
Chhattisgarh,2018,1,Financial Services,33002,7350624.274
Chhattisgarh,2018,1,Others,87786,57339459.83
Chhattisgarh,2018,2,"Recharge , bill payments",1643461,351709628.1
Chhattisgarh,2018,2,Peer to Peer Payments,933066,3703114548
Chhattisgarh,2018,2,Merchant payments,118438,129967815.2
Chhattisgarh,2018,2,Financial Services,40299,9405941.627
Chhattisgarh,2018,2,Others,80892,69972510.6
Chhattisgarh,2018,3,"Recharge , bill payments",1911374,443460556.8
Chhattisgarh,2018,3,Peer to Peer Payments,1619886,5647949188
Chhattisgarh,2018,3,Merchant payments,220572,145342066
Chhattisgarh,2018,3,Financial Services,31927,6195179.157
Chhattisgarh,2018,3,Others,75845,59360083.75
Chhattisgarh,2018,4,"Recharge , bill payments",2438959,554514488.4
Chhattisgarh,2018,4,Peer to Peer Payments,2342713,8450105299
Chhattisgarh,2018,4,Merchant payments,458091,331842964.6
Chhattisgarh,2018,4,Financial Services,42199,9709810.436
Chhattisgarh,2018,4,Others,83882,70240102.06
Chhattisgarh,2019,1,Peer to Peer Payments,4068056,11417366152
Chhattisgarh,2019,1,"Recharge , bill payments",2997095,679458794.5
Chhattisgarh,2019,1,Merchant payments,710047,374735986.9
Chhattisgarh,2019,1,Financial Services,33835,5075418.743
Chhattisgarh,2019,1,Others,78636,67920032.8
Chhattisgarh,2019,2,Peer to Peer Payments,4350167,15410038390
Chhattisgarh,2019,2,"Recharge , bill payments",3435305,855753107.5
Chhattisgarh,2019,2,Merchant payments,1483870,654411637
Chhattisgarh,2019,2,Financial Services,22563,4237631.554
Chhattisgarh,2019,2,Others,98040,77914922.92
Chhattisgarh,2019,3,Peer to Peer Payments,5021844,17584630268
Chhattisgarh,2019,3,"Recharge , bill payments",4335851,1069468754
Chhattisgarh,2019,3,Merchant payments,2772084,1074255589
Chhattisgarh,2019,3,Financial Services,16452,4542997.939
Chhattisgarh,2019,3,Others,96880,70361559.29
Chhattisgarh,2019,4,Peer to Peer Payments,7241974,24112075521
Chhattisgarh,2019,4,"Recharge , bill payments",5112337,1257371455
Chhattisgarh,2019,4,Merchant payments,3852716,1720930748
Chhattisgarh,2019,4,Financial Services,14974,4665759.804
Chhattisgarh,2019,4,Others,83757,48745253.9
Chhattisgarh,2020,1,Peer to Peer Payments,8109789,28723854869
Chhattisgarh,2020,1,"Recharge , bill payments",6400067,1688995018
Chhattisgarh,2020,1,Merchant payments,4923214,2393811867
Chhattisgarh,2020,1,Financial Services,12424,7378557.223
Chhattisgarh,2020,1,Others,78497,46557359.68
Chhattisgarh,2020,2,"Recharge , bill payments",8366200,2504355747
Chhattisgarh,2020,2,Peer to Peer Payments,7216219,27351810048
Chhattisgarh,2020,2,Merchant payments,3158417,2361252112
Chhattisgarh,2020,2,Financial Services,19986,17814454.61
Chhattisgarh,2020,2,Others,60103,33149845.44
Chhattisgarh,2020,3,Peer to Peer Payments,9734445,34661165923
Chhattisgarh,2020,3,"Recharge , bill payments",8705513,2790720003
Chhattisgarh,2020,3,Merchant payments,5591916,3990179454
Chhattisgarh,2020,3,Financial Services,34893,39141096.45
Chhattisgarh,2020,3,Others,81772,45538330.63
Chhattisgarh,2020,4,Peer to Peer Payments,14257312,50812302053
Chhattisgarh,2020,4,Merchant payments,11677743,8238390462
Chhattisgarh,2020,4,"Recharge , bill payments",9423324,3033918783
Chhattisgarh,2020,4,Financial Services,41308,48082346.06
Chhattisgarh,2020,4,Others,129949,82280639.52
Chhattisgarh,2021,1,Peer to Peer Payments,15621154,55638916992
Chhattisgarh,2021,1,Merchant payments,15222763,10661449529
Chhattisgarh,2021,1,"Recharge , bill payments",8456094,3000977539
Chhattisgarh,2021,1,Financial Services,37395,40387648.84
Chhattisgarh,2021,1,Others,99031,68111552.62
Chhattisgarh,2021,2,Peer to Peer Payments,18387345,62134058797
Chhattisgarh,2021,2,Merchant payments,15369311,12828590762
Chhattisgarh,2021,2,"Recharge , bill payments",10764784,3640692364
Chhattisgarh,2021,2,Financial Services,40213,39620256.36
Chhattisgarh,2021,2,Others,127767,85809079.55
Chhattisgarh,2021,3,Merchant payments,27552743,19905616747
Chhattisgarh,2021,3,Peer to Peer Payments,25447410,80506858751
Chhattisgarh,2021,3,"Recharge , bill payments",11039088,4045490947
Chhattisgarh,2021,3,Financial Services,38817,48855662.4
Chhattisgarh,2021,3,Others,159880,99286155
Chhattisgarh,2021,4,Merchant payments,40526025,29283695601
Chhattisgarh,2021,4,Peer to Peer Payments,32799167,1.02E+11
Chhattisgarh,2021,4,"Recharge , bill payments",11115444,4724827140
Chhattisgarh,2021,4,Financial Services,55237,66445873.3
Chhattisgarh,2021,4,Others,221621,146144588.7
Chhattisgarh,2022,1,Merchant payments,48236094,33822547183
Chhattisgarh,2022,1,Peer to Peer Payments,37457039,1.18E+11
Chhattisgarh,2022,1,"Recharge , bill payments",11466264,5442872986
Chhattisgarh,2022,1,Financial Services,52918,55991695.31
Chhattisgarh,2022,1,Others,200977,131773069.8
Chhattisgarh,2022,2,Merchant payments,61093916,41536371584
Chhattisgarh,2022,2,Peer to Peer Payments,42532112,1.34E+11
Chhattisgarh,2022,2,"Recharge , bill payments",12737942,5949415520
Chhattisgarh,2022,2,Financial Services,41530,46037703.16
Chhattisgarh,2022,2,Others,178548,114905117.8
Chhattisgarh,2022,3,Merchant payments,84355775,50874051122
Chhattisgarh,2022,3,Peer to Peer Payments,57116149,1.61E+11
Chhattisgarh,2022,3,"Recharge , bill payments",16538894,8069941553
Chhattisgarh,2022,3,Financial Services,55775,61881709.74
Chhattisgarh,2022,3,Others,185994,128469268.6
Chhattisgarh,2022,4,Merchant payments,97405954,60247141798
Chhattisgarh,2022,4,Peer to Peer Payments,63986789,1.84E+11
Chhattisgarh,2022,4,"Recharge , bill payments",16324117,8376603987
Chhattisgarh,2022,4,Financial Services,63695,81169069.23
Chhattisgarh,2022,4,Others,179891,141385263.4
Dadra   Nagarhaveli   Daman   Diu,2018,1,"Recharge , bill payments",95544,17526369.58
Dadra   Nagarhaveli   Daman   Diu,2018,1,Peer to Peer Payments,44599,151966933.2
Dadra   Nagarhaveli   Daman   Diu,2018,1,Merchant payments,1531,1580762.78
Dadra   Nagarhaveli   Daman   Diu,2018,1,Financial Services,1364,353171.5524
Dadra   Nagarhaveli   Daman   Diu,2018,1,Others,5511,4231146.951
Dadra   Nagarhaveli   Daman   Diu,2018,2,"Recharge , bill payments",122834,30595592.01
Dadra   Nagarhaveli   Daman   Diu,2018,2,Peer to Peer Payments,69215,261995613.1
Dadra   Nagarhaveli   Daman   Diu,2018,2,Merchant payments,3544,4685536.036
Dadra   Nagarhaveli   Daman   Diu,2018,2,Financial Services,2996,383806.0855
Dadra   Nagarhaveli   Daman   Diu,2018,2,Others,4037,4410224.472
Dadra   Nagarhaveli   Daman   Diu,2018,3,"Recharge , bill payments",157113,39790820.29
Dadra   Nagarhaveli   Daman   Diu,2018,3,Peer to Peer Payments,119346,396698085.4
Dadra   Nagarhaveli   Daman   Diu,2018,3,Merchant payments,7465,5693604.744
Dadra   Nagarhaveli   Daman   Diu,2018,3,Financial Services,1477,297647.8959
Dadra   Nagarhaveli   Daman   Diu,2018,3,Others,4174,5159437.334
Dadra   Nagarhaveli   Daman   Diu,2018,4,Peer to Peer Payments,194214,582082154.4
Dadra   Nagarhaveli   Daman   Diu,2018,4,"Recharge , bill payments",185793,49972030.11
Dadra   Nagarhaveli   Daman   Diu,2018,4,Merchant payments,15739,19577328.04
Dadra   Nagarhaveli   Daman   Diu,2018,4,Financial Services,2996,371674.6991
Dadra   Nagarhaveli   Daman   Diu,2018,4,Others,5340,6747429.538
Dadra   Nagarhaveli   Daman   Diu,2019,1,Peer to Peer Payments,408465,757657638.3
Dadra   Nagarhaveli   Daman   Diu,2019,1,"Recharge , bill payments",225998,62660761.89
Dadra   Nagarhaveli   Daman   Diu,2019,1,Merchant payments,20694,17043867.89
Dadra   Nagarhaveli   Daman   Diu,2019,1,Financial Services,1645,221064.6189
Dadra   Nagarhaveli   Daman   Diu,2019,1,Others,5012,5786443.339
Dadra   Nagarhaveli   Daman   Diu,2019,2,Peer to Peer Payments,244134,734034142.8
Dadra   Nagarhaveli   Daman   Diu,2019,2,"Recharge , bill payments",198184,63874445.55
Dadra   Nagarhaveli   Daman   Diu,2019,2,Merchant payments,40781,20816136.24
Dadra   Nagarhaveli   Daman   Diu,2019,2,Financial Services,748,155149.7562
Dadra   Nagarhaveli   Daman   Diu,2019,2,Others,5809,5561402.206
Dadra   Nagarhaveli   Daman   Diu,2019,3,"Recharge , bill payments",319142,104597035.1
Dadra   Nagarhaveli   Daman   Diu,2019,3,Peer to Peer Payments,249944,821178569.1
Dadra   Nagarhaveli   Daman   Diu,2019,3,Merchant payments,63616,30634658.24
Dadra   Nagarhaveli   Daman   Diu,2019,3,Financial Services,533,425044.0514
Dadra   Nagarhaveli   Daman   Diu,2019,3,Others,5516,4636167.42
Dadra   Nagarhaveli   Daman   Diu,2019,4,"Recharge , bill payments",351819,125809568.4
Dadra   Nagarhaveli   Daman   Diu,2019,4,Peer to Peer Payments,324464,1051976411
Dadra   Nagarhaveli   Daman   Diu,2019,4,Merchant payments,86758,45361559.24
Dadra   Nagarhaveli   Daman   Diu,2019,4,Financial Services,1019,267762.4906
Dadra   Nagarhaveli   Daman   Diu,2019,4,Others,4911,3225961.384
Dadra   Nagarhaveli   Daman   Diu,2020,1,"Recharge , bill payments",407577,153340696.3
Dadra   Nagarhaveli   Daman   Diu,2020,1,Peer to Peer Payments,329005,1119439490
Dadra   Nagarhaveli   Daman   Diu,2020,1,Merchant payments,137040,66713356.8
Dadra   Nagarhaveli   Daman   Diu,2020,1,Financial Services,668,418783.1261
Dadra   Nagarhaveli   Daman   Diu,2020,1,Others,4289,2851043.564
Dadra   Nagarhaveli   Daman   Diu,2020,2,"Recharge , bill payments",525974,178877986.7
Dadra   Nagarhaveli   Daman   Diu,2020,2,Peer to Peer Payments,323909,1052118443
