States,Year,Quarter,District,Trans_Counts,Amount
Tamilnadu,2018,1,Chennai District,2656230,4281137763
Tamilnadu,2018,1,The Nilgiris District,29334,55552425.9
Tamilnadu,2018,1,Erode District,114560,198072372.8
Tamilnadu,2018,1,Karur District,42198,76141519.73
Tamilnadu,2018,1,Kallakkurichi District,32666,53643331.73
Tamilnadu,2018,1,Viluppuram District,59239,96341148.2
Tamilnadu,2018,1,Pudukkottai District,35973,65083487.93
Tamilnadu,2018,1,Perambalur District,13293,19364164.45
Tamilnadu,2018,1,Coimbatore District,533919,913824434.6
Tamilnadu,2018,1,Virudhunagar District,40154,64399880.89
Tamilnadu,2018,1,Dindigul District,65863,118771377.4
Tamilnadu,2018,1,Sivaganga District,34130,63944318.44
Tamilnadu,2018,1,Tenkasi District,24822,39439630.86
Tamilnadu,2018,1,Chengalpattu District,569483,1030187165
Tamilnadu,2018,1,Kanniyakumari District,44474,72304912.26
Tamilnadu,2018,1,Tirunelveli District,50976,96759984.02
Tamilnadu,2018,1,Thiruvallur District,413340,730210413.7
Tamilnadu,2018,1,Theni District,33275,54074355.48
Tamilnadu,2018,1,Ranipet District,50346,68782429.03
Tamilnadu,2018,1,Namakkal District,99497,178022610.2
Tamilnadu,2018,1,Vellore District,104902,153394007.9
Tamilnadu,2018,1,Thiruvarur District,20460,32378308.92
Tamilnadu,2018,2,Tiruchirappalli District,245903,507249777.4
Tamilnadu,2018,2,Ramanathapuram District,41164,95315460.37
Tamilnadu,2018,2,Krishnagiri District,240421,518922355.2
Tamilnadu,2018,2,Cuddalore District,135570,254106751.9
Tamilnadu,2018,2,Kancheepuram District,460276,926687779.5
Tamilnadu,2018,2,Tiruppur District,391330,829169121.1
Tamilnadu,2018,2,Dharmapuri District,98177,198033255.2
Tamilnadu,2018,2,Thoothukkudi District,59562,110287285
Tamilnadu,2018,2,Thanjavur District,124870,260046384.1
Tamilnadu,2018,2,Madurai District,213788,460415565.2
Tamilnadu,2018,2,Tiruvannamalai District,103318,171723407.4
Tamilnadu,2018,2,Salem District,333175,709542959.2
Tamilnadu,2018,2,Nagapattinam District,41103,86466039.59
Tamilnadu,2018,2,Tirupathur District,58068,115249602.3
Tamilnadu,2018,2,Ariyalur District,26224,55081294.95
Tamilnadu,2018,2,Chennai District,3719593,7305357441
Tamilnadu,2018,2,The Nilgiris District,55793,110994324.6
Tamilnadu,2018,2,Erode District,175257,367928461.7
Tamilnadu,2018,2,Karur District,66337,137504455.9
Tamilnadu,2018,2,Kallakkurichi District,52388,103911012.3
Tamilnadu,2018,2,Viluppuram District,90084,170473508.7
Tamilnadu,2018,2,Pudukkottai District,58403,120759489.8
Tamilnadu,2018,2,Perambalur District,20977,37294395.57
Tamilnadu,2018,2,Coimbatore District,871802,1722112067
Tamilnadu,2018,2,Virudhunagar District,65145,129048297.7
Tamilnadu,2018,2,Dindigul District,115319,243396384
Tamilnadu,2018,2,Sivaganga District,55874,121656962.2
Tamilnadu,2018,2,Tenkasi District,44391,87372014.16
Tamilnadu,2018,2,Chengalpattu District,829689,1681243537
Tamilnadu,2018,2,Kanniyakumari District,72489,140282942.1
Tamilnadu,2018,2,Tirunelveli District,78667,174732671.1
Tamilnadu,2018,2,Thiruvallur District,615860,1281039199
Tamilnadu,2018,2,Theni District,51064,112377995.9
Tamilnadu,2018,2,Ranipet District,71093,136204501.1
Tamilnadu,2018,2,Namakkal District,145248,321879410
Tamilnadu,2018,2,Vellore District,130871,264336044.7
Tamilnadu,2018,2,Thiruvarur District,32835,57642123.09
Tamilnadu,2018,3,Tiruchirappalli District,342744,723073924.7
Tamilnadu,2018,3,Ramanathapuram District,60779,131442381.6
Tamilnadu,2018,3,Krishnagiri District,421247,853575950.9
Tamilnadu,2018,3,Cuddalore District,187987,378478273.9
Tamilnadu,2018,3,Kancheepuram District,766192,1416878619
Tamilnadu,2018,3,Tiruppur District,583538,1259741718
Tamilnadu,2018,3,Dharmapuri District,147916,329348880.6
Tamilnadu,2018,3,Thoothukkudi District,89821,169828310.3
Tamilnadu,2018,3,Thanjavur District,278585,420498499.7
Tamilnadu,2018,3,Madurai District,322515,702347696.9
Tamilnadu,2018,3,Tiruvannamalai District,147281,281481591.6
Tamilnadu,2018,3,Salem District,484460,980781000.4
Tamilnadu,2018,3,Nagapattinam District,62869,130013330.1
Tamilnadu,2018,3,Tirupathur District,81720,169304781.6
Tamilnadu,2018,3,Ariyalur District,38743,96680828.68
Tamilnadu,2018,3,Chennai District,5887343,10122319547
Tamilnadu,2018,3,The Nilgiris District,103580,182889097.7
Tamilnadu,2018,3,Erode District,266272,545919227.8
Tamilnadu,2018,3,Karur District,96467,215593652.7
Tamilnadu,2018,3,Kallakkurichi District,74082,159528291.1
Tamilnadu,2018,3,Viluppuram District,131381,258888256.9
Tamilnadu,2018,3,Pudukkottai District,88258,194004461.9
Tamilnadu,2018,3,Perambalur District,30141,63352508.74
Tamilnadu,2018,3,Coimbatore District,1469560,2559173878
Tamilnadu,2018,3,Virudhunagar District,93460,204113703.5
Tamilnadu,2018,3,Dindigul District,169183,369315588
Tamilnadu,2018,3,Sivaganga District,83843,201469521.9
Tamilnadu,2018,3,Tenkasi District,79752,137939888.6
Tamilnadu,2018,3,Chengalpattu District,1337462,2362109206
Tamilnadu,2018,3,Kanniyakumari District,98676,207727735
Tamilnadu,2018,3,Tirunelveli District,129280,265496869.8
Tamilnadu,2018,3,Thiruvallur District,957503,1926378415
Tamilnadu,2018,3,Theni District,74842,164986425
Tamilnadu,2018,3,Ranipet District,104100,201826720.7
Tamilnadu,2018,3,Namakkal District,226575,464581650.1
Tamilnadu,2018,3,Vellore District,209932,386936905.9
Tamilnadu,2018,3,Thiruvarur District,45989,92064901.76
Tamilnadu,2018,4,Tiruchirappalli District,521026,1117403133
Tamilnadu,2018,4,Ramanathapuram District,90608,207229163.6
Tamilnadu,2018,4,Krishnagiri District,593519,1260396240
Tamilnadu,2018,4,Cuddalore District,294247,572315407.4
Tamilnadu,2018,4,Kancheepuram District,1161731,2100098548
Tamilnadu,2018,4,Tiruppur District,811860,1780229998
Tamilnadu,2018,4,Dharmapuri District,247249,536806090.4
Tamilnadu,2018,4,Thoothukkudi District,141155,272818735
Tamilnadu,2018,4,Thanjavur District,278646,542255739.7
Tamilnadu,2018,4,Madurai District,474612,1067216903
Tamilnadu,2018,4,Tiruvannamalai District,242571,468651175.4
Tamilnadu,2018,4,Salem District,696312,1471377592
Tamilnadu,2018,4,Nagapattinam District,96224,186021593
Tamilnadu,2018,4,Tirupathur District,143871,291583053.7
Tamilnadu,2018,4,Ariyalur District,62904,129214698.2
Tamilnadu,2018,4,Chennai District,8007699,14632395111
Tamilnadu,2018,4,The Nilgiris District,134481,283004973.1
Tamilnadu,2018,4,Erode District,386966,835595470.3
Tamilnadu,2018,4,Karur District,146709,306020888.9
Tamilnadu,2018,4,Kallakkurichi District,126126,268522823.9
Tamilnadu,2018,4,Viluppuram District,214391,408880677.5
Tamilnadu,2018,4,Pudukkottai District,138821,301769878.3
Tamilnadu,2018,4,Perambalur District,50639,104392907.1
Tamilnadu,2018,4,Coimbatore District,1902305,3656789906
Tamilnadu,2018,4,Virudhunagar District,157442,327805716.2
Tamilnadu,2018,4,Dindigul District,243534,559786657.2
Tamilnadu,2018,4,Sivaganga District,128594,293589030.6
Tamilnadu,2018,4,Tenkasi District,106431,205216635.3
Tamilnadu,2018,4,Chengalpattu District,1974233,3371036661
Tamilnadu,2018,4,Kanniyakumari District,151693,344942162.5
Tamilnadu,2018,4,Tirunelveli District,167911,383033218.9
Tamilnadu,2018,4,Thiruvallur District,1578958,2979682371
Tamilnadu,2018,4,Theni District,113542,276985851.7
Tamilnadu,2018,4,Ranipet District,185758,354380535.5
Tamilnadu,2018,4,Namakkal District,297669,682145913.4
Tamilnadu,2018,4,Vellore District,311703,577960235.5
Tamilnadu,2018,4,Thiruvarur District,75304,144518281.7
Tamilnadu,2019,1,Tiruchirappalli District,739515,1460934060
Tamilnadu,2019,1,Ramanathapuram District,117510,261212990.6
Tamilnadu,2019,1,Krishnagiri District,848874,1549327562
Tamilnadu,2019,1,Cuddalore District,371882,699951874.5
Tamilnadu,2019,1,Kancheepuram District,1732340,2735468905
Tamilnadu,2019,1,Tiruppur District,1078231,2186722074
Tamilnadu,2019,1,Dharmapuri District,331500,668652808.1
Tamilnadu,2019,1,Thoothukkudi District,180015,359895560.1
Tamilnadu,2019,1,Thanjavur District,405498,669639246
Tamilnadu,2019,1,Madurai District,662080,1386372055
Tamilnadu,2019,1,Tiruvannamalai District,335517,587600686.2
Tamilnadu,2019,1,Salem District,949562,1916555035
Tamilnadu,2019,1,Nagapattinam District,124400,244377942.7
Tamilnadu,2019,1,Tirupathur District,202883,385038982.6
Tamilnadu,2019,1,Ariyalur District,73816,152352863.7
Tamilnadu,2019,1,Chennai District,11642449,18810971715
Tamilnadu,2019,1,The Nilgiris District,158492,309832942.6
Tamilnadu,2019,1,Erode District,530256,1057858608
Tamilnadu,2019,1,Karur District,185137,377068327
Tamilnadu,2019,1,Kallakkurichi District,156496,337609667.7
Tamilnadu,2019,1,Viluppuram District,286859,514030368.8
Tamilnadu,2019,1,Pudukkottai District,184227,348619009.3
Tamilnadu,2019,1,Perambalur District,67010,140622320.2
Tamilnadu,2019,1,Coimbatore District,2709665,5072064994
Tamilnadu,2019,1,Virudhunagar District,222473,434593501.1
Tamilnadu,2019,1,Dindigul District,296645,653290732.4
Tamilnadu,2019,1,Sivaganga District,159965,364945762.5
Tamilnadu,2019,1,Tenkasi District,126012,235423158.4
Tamilnadu,2019,1,Chengalpattu District,3285713,4918695631
Tamilnadu,2019,1,Kanniyakumari District,181053,403789101.7
Tamilnadu,2019,1,Tirunelveli District,206676,446437663
Tamilnadu,2019,1,Thiruvallur District,2305713,3957616692
Tamilnadu,2019,1,Theni District,141271,316272934.6
Tamilnadu,2019,1,Ranipet District,275147,468967113.4
Tamilnadu,2019,1,Namakkal District,381248,779612379.6
Tamilnadu,2019,1,Vellore District,521653,796074971.7
Tamilnadu,2019,1,Thiruvarur District,97262,195536577.8
Tamilnadu,2019,2,Tiruchirappalli District,776306,1748258486
Tamilnadu,2019,2,Ramanathapuram District,123783,296811295.9
Tamilnadu,2019,2,Krishnagiri District,663016,1504554590
Tamilnadu,2019,2,Cuddalore District,338724,724326506.7
Tamilnadu,2019,2,Kancheepuram District,1656532,2936409444
Tamilnadu,2019,2,Tiruppur District,1179119,2631888253
Tamilnadu,2019,2,Dharmapuri District,323447,750439298.5
Tamilnadu,2019,2,Thoothukkudi District,185632,412772487.7
Tamilnadu,2019,2,Thanjavur District,339651,680121355.5
Tamilnadu,2019,2,Madurai District,741073,1703311128
Tamilnadu,2019,2,Tiruvannamalai District,321071,651936392.5
Tamilnadu,2019,2,Salem District,1018100,2340941776
Tamilnadu,2019,2,Nagapattinam District,134853,288878413.1
Tamilnadu,2019,2,Tirupathur District,206045,439049538
Tamilnadu,2019,2,Ariyalur District,78382,182726352.9
Tamilnadu,2019,2,Chennai District,10577435,20366477248
Tamilnadu,2019,2,The Nilgiris District,137469,343730237.8
Tamilnadu,2019,2,Erode District,618730,1395266699
Tamilnadu,2019,2,Karur District,179180,416267818.2
Tamilnadu,2019,2,Kallakkurichi District,166891,378429511.9
Tamilnadu,2019,2,Viluppuram District,277403,576610926.2
Tamilnadu,2019,2,Pudukkottai District,142843,321121330.5
Tamilnadu,2019,2,Perambalur District,71612,161197712.6
Tamilnadu,2019,2,Coimbatore District,3191687,7063644440
Tamilnadu,2019,2,Virudhunagar District,214026,465084869.4
Tamilnadu,2019,2,Dindigul District,288758,696936336.8
Tamilnadu,2019,2,Sivaganga District,152693,372992810.1
Tamilnadu,2019,2,Tenkasi District,110318,247940691.3
Tamilnadu,2019,2,Chengalpattu District,3719692,5655296089
Tamilnadu,2019,2,Kanniyakumari District,207995,466208102.1
Tamilnadu,2019,2,Tirunelveli District,198144,472709052.3
Tamilnadu,2019,2,Thiruvallur District,2486358,4674408138
Tamilnadu,2019,2,Theni District,141459,356493376.3
Tamilnadu,2019,2,Ranipet District,252482,511118431.9
Tamilnadu,2019,2,Namakkal District,329353,809609337.9
Tamilnadu,2019,2,Vellore District,527517,961718767.4
Tamilnadu,2019,2,Thiruvarur District,93958,201988781.3
Tamilnadu,2019,3,Tiruchirappalli District,1028271,2283457399
Tamilnadu,2019,3,Ramanathapuram District,164056,364511483.8
Tamilnadu,2019,3,Krishnagiri District,906439,1897364249
Tamilnadu,2019,3,Cuddalore District,429418,854430041.5
Tamilnadu,2019,3,Kancheepuram District,2374121,3749463856
Tamilnadu,2019,3,Tiruppur District,1583318,3459384834
Tamilnadu,2019,3,Dharmapuri District,404500,892434523.6
Tamilnadu,2019,3,Thoothukkudi District,251434,514591122.2
Tamilnadu,2019,3,Thanjavur District,499378,862709786
Tamilnadu,2019,3,Madurai District,1004838,2163231650
Tamilnadu,2019,3,Tiruvannamalai District,408695,788782442.4
Tamilnadu,2019,3,Salem District,1348219,3089948772
Tamilnadu,2019,3,Nagapattinam District,182524,374062397.5
Tamilnadu,2019,3,Tirupathur District,280191,551887987.5
Tamilnadu,2019,3,Ariyalur District,102318,210754842.6
Tamilnadu,2019,3,Chennai District,11333032,23024193806
Tamilnadu,2019,3,The Nilgiris District,172729,366416212
Tamilnadu,2019,3,Erode District,824050,1809433459
Tamilnadu,2019,3,Karur District,233312,527606128.1
Tamilnadu,2019,3,Kallakkurichi District,214180,462594169.7
Tamilnadu,2019,3,Viluppuram District,347727,691014122.5
Tamilnadu,2019,3,Pudukkottai District,195452,403435245.9
Tamilnadu,2019,3,Perambalur District,97443,202989238
Tamilnadu,2019,3,Coimbatore District,4303835,9457627886
Tamilnadu,2019,3,Virudhunagar District,286960,603050825.4
Tamilnadu,2019,3,Dindigul District,411188,865233220.4
Tamilnadu,2019,3,Sivaganga District,203568,461238657.8
Tamilnadu,2019,3,Tenkasi District,149611,316677496.9
Tamilnadu,2019,3,Chengalpattu District,5765425,7255276541
Tamilnadu,2019,3,Kanniyakumari District,293582,576372340.3
Tamilnadu,2019,3,Tirunelveli District,266559,571521395.7
Tamilnadu,2019,3,Thiruvallur District,3497534,5790229761
Tamilnadu,2019,3,Theni District,182650,415596823.9
Tamilnadu,2019,3,Ranipet District,319434,621745958.4
Tamilnadu,2019,3,Namakkal District,436893,1016896335
Tamilnadu,2019,3,Vellore District,776654,1201803230
Tamilnadu,2019,3,Thiruvarur District,130645,261636404.9
Tamilnadu,2019,4,Tiruchirappalli District,1364259,2850823023
Tamilnadu,2019,4,Ramanathapuram District,217020,466879311
Tamilnadu,2019,4,Krishnagiri District,1302647,2599923579
Tamilnadu,2019,4,Cuddalore District,554320,1069462595
Tamilnadu,2019,4,Kancheepuram District,3134851,4643283493
Tamilnadu,2019,4,Tiruppur District,2020118,4339514037
Tamilnadu,2019,4,Dharmapuri District,545240,1179249689
Tamilnadu,2019,4,Thoothukkudi District,334748,673765706.7
Tamilnadu,2019,4,Thanjavur District,634748,1089380866
Tamilnadu,2019,4,Madurai District,1315576,2775348044
Tamilnadu,2019,4,Tiruvannamalai District,561787,1076989969
Tamilnadu,2019,4,Salem District,1754893,3897469229
Tamilnadu,2019,4,Nagapattinam District,234840,461426174.7
Tamilnadu,2019,4,Tirupathur District,385208,757709091.3
Tamilnadu,2019,4,Ariyalur District,135252,270334848.6
Tamilnadu,2019,4,Chennai District,16437269,31810645818
Tamilnadu,2019,4,The Nilgiris District,254745,537415179.5
Tamilnadu,2019,4,Erode District,1092587,2315486949
Tamilnadu,2019,4,Karur District,303847,651278225
Tamilnadu,2019,4,Kallakkurichi District,293430,615206202.5
Tamilnadu,2019,4,Viluppuram District,478192,911152034.8
Tamilnadu,2019,4,Pudukkottai District,250329,513371629.5
Tamilnadu,2019,4,Perambalur District,130104,262954158.3
Tamilnadu,2019,4,Coimbatore District,5937176,11949970483
Tamilnadu,2019,4,Virudhunagar District,371435,780408757.3
Tamilnadu,2019,4,Dindigul District,570988,1157558220
Tamilnadu,2019,4,Sivaganga District,293949,681274042.3
Tamilnadu,2019,4,Tenkasi District,193559,403713924.4
Tamilnadu,2019,4,Chengalpattu District,7809082,9083457171
Tamilnadu,2019,4,Kanniyakumari District,421655,795547991.6
Tamilnadu,2019,4,Tirunelveli District,360780,745395226.1
Tamilnadu,2019,4,Thiruvallur District,4441180,7308502938
Tamilnadu,2019,4,Theni District,256489,559543041.2
Tamilnadu,2019,4,Ranipet District,421689,816050436.5
Tamilnadu,2019,4,Namakkal District,559495,1234659045
Tamilnadu,2019,4,Vellore District,1053293,1572585256
Tamilnadu,2019,4,Thiruvarur District,169631,333129126.8
Tamilnadu,2020,1,Tiruchirappalli District,1199094,2346754056
Tamilnadu,2020,1,Ramanathapuram District,268096,551491649
Tamilnadu,2020,1,Krishnagiri District,1806032,3381602584
Tamilnadu,2020,1,Cuddalore District,669682,1217389580
Tamilnadu,2020,1,Kancheepuram District,3618880,5144042351
Tamilnadu,2020,1,Tiruppur District,1918620,3829323477
Tamilnadu,2020,1,Dharmapuri District,710147,1428767863
Tamilnadu,2020,1,Thoothukkudi District,429017,812706179.8
Tamilnadu,2020,1,Thanjavur District,741474,1219035469
Tamilnadu,2020,1,Madurai District,1334450,2667507197
Tamilnadu,2020,1,Tiruvannamalai District,701438,1285320071
Tamilnadu,2020,1,Salem District,1816883,3938965855
Tamilnadu,2020,1,Nagapattinam District,286488,547649427.2
Tamilnadu,2020,1,Tirupathur District,497274,918744039.4
Tamilnadu,2020,1,Ariyalur District,165086,313673706.2
Tamilnadu,2020,1,Chennai District,21747309,40923609646
Tamilnadu,2020,1,The Nilgiris District,286999,541866233.1
Tamilnadu,2020,1,Erode District,1099499,2216542210
Tamilnadu,2020,1,Karur District,295868,575547948.2
Tamilnadu,2020,1,Kallakkurichi District,389050,749829658.2
Tamilnadu,2020,1,Viluppuram District,597802,1047289608
Tamilnadu,2020,1,Pudukkottai District,311955,586368876.6
Tamilnadu,2020,1,Perambalur District,145161,268745282.7
Tamilnadu,2020,1,Coimbatore District,6238270,11125605562
Tamilnadu,2020,1,Virudhunagar District,479760,905206376.6
Tamilnadu,2020,1,Dindigul District,709993,1404557847
Tamilnadu,2020,1,Sivaganga District,325464,668117971.1
Tamilnadu,2020,1,Tenkasi District,243203,464791849.4
Tamilnadu,2020,1,Chengalpattu District,8891884,10378205349
Tamilnadu,2020,1,Kanniyakumari District,496514,897557961.8
Tamilnadu,2020,1,Tirunelveli District,456558,862756791.4
Tamilnadu,2020,1,Thiruvallur District,5190597,8255497495
Tamilnadu,2020,1,Theni District,317448,663250209
